Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group
MLP,A2_Higuchi,Higuchi,All-16,3class,Mixto,0.3977081226828446,0.366674724038006,0.08138292868143471,16.356589147286822,2967,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,3class,Mixto,0.3731041456016178,0.34053638282442805,0.03725515611618846,17.10144927536232,2967,1,A
SVM,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5679196129512467,0.5651093155979671,0.13471182967430273,12.962411611462597,2687,1,A
kNN,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5366579828805359,0.5317172544053278,0.07501029282499538,13.900260513583923,2687,1,A
RandomForest,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5254931149981392,0.5253658441295572,0.05078968214057422,14.235206550055825,2687,1,A
NaiveBayes,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5545217714923707,0.5514600069588889,0.10784703963199249,13.364346855228879,2687,1,A
LogisticRegression,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5541496092296241,0.5539889333618571,0.108074753759688,13.375511723111277,2687,1,A
MLP,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.5325641979903237,0.5300380439928924,0.06402220029408845,14.023074060290286,2687,1,A
DecisionTree,A2_Higuchi,Higuchi,All-16,2class,Mixto,0.530703386676591,0.5290751014071569,0.06052988744293475,14.07889839970227,2687,1,A
SVM,A3_DFA,DFA,All-16,3class,Mixto,0.39298955173576,0.3553815260057971,0.08397292426941605,16.740815638692283,2967,1,A
kNN,A3_DFA,DFA,All-16,3class,Mixto,0.3710819009100101,0.3415422625156008,0.04782017143090056,17.10144927536232,2967,1,A
RandomForest,A3_DFA,DFA,All-16,3class,Mixto,0.36872261543646784,0.3288280600365307,0.017744853633635982,17.566565554432085,2967,1,A
NaiveBayes,A3_DFA,DFA,All-16,3class,Mixto,0.34041118975396023,0.3217483427526117,0.06783372226981366,17.654196157735086,2967,1,A
LogisticRegression,A3_DFA,DFA,All-16,3class,Mixto,0.36737445230872934,0.341738729455972,0.07589019919673501,17.175598247387935,2967,1,A
MLP,A3_DFA,DFA,All-16,3class,Mixto,0.32659251769464104,0.3176981607505767,0.053723575429267645,17.98112571621166,2967,1,A
DecisionTree,A3_DFA,DFA,All-16,3class,Mixto,0.36636332996292553,0.3338369446753267,0.03616697896140286,17.280080889787666,2967,1,A
SVM,A3_DFA,DFA,All-16,2class,Mixto,0.5489393375511723,0.5453422995992656,0.09656919532883257,13.53181987346483,2687,1,A
kNN,A3_DFA,DFA,All-16,2class,Mixto,0.5396352809825083,0.535744001671636,0.08077862622019871,13.810941570524749,2687,1,A
RandomForest,A3_DFA,DFA,All-16,2class,Mixto,0.5187941942687011,0.5187771314455298,0.03775698170146535,14.436174171938966,2687,1,A
NaiveBayes,A3_DFA,DFA,All-16,2class,Mixto,0.5422404168217343,0.5418032241428072,0.08406358602570718,13.732787495347972,2687,1,A
LogisticRegression,A3_DFA,DFA,All-16,2class,Mixto,0.5422404168217343,0.5417818794067832,0.08405190929563944,13.732787495347972,2687,1,A
MLP,A3_DFA,DFA,All-16,2class,Mixto,0.5347971715668032,0.5347826737346919,0.06975140378563749,13.956084852995906,2687,1,A
DecisionTree,A3_DFA,DFA,All-16,2class,Mixto,0.5411239300334946,0.5409245301921217,0.08198758590076205,13.766282098995163,2687,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.40815638692281764,0.3753559998389804,0.11996928537658602,16.194809571958206,2967,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.3855746545331985,0.3531160407899316,0.06953491376559395,16.889113582743512,2967,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.382541287495787,0.3456533240174943,0.03997999260673124,17.138523761375126,2967,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.38658577687900236,0.3557375336112232,0.08587596654878282,16.636332996292552,2967,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.38422649140546006,0.34960039836757045,0.07793900394716369,16.747556454330972,2967,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.3488372093023256,0.3374252817587992,0.08138926107706534,17.27671048196832,2967,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,3class,Mixto,0.3774856757667678,0.3462597760768866,0.05171285429802108,17.202561509942704,2967,1,A
SVM,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5682917752139933,0.5617211456906114,0.1348334379775955,12.951246743580201,2687,1,A
kNN,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5403796055080015,0.5364946176754006,0.08226483701046527,13.788611834759955,2687,1,A
RandomForest,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5225158168961668,0.5224300920681682,0.04488254487354071,14.324525493114999,2687,1,A
NaiveBayes,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5541496092296241,0.5521621808120505,0.10734659740686137,13.375511723111277,2687,1,A
LogisticRegression,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5474506885001861,0.5464374555792466,0.09423484640154711,13.576479344994418,2687,1,A
MLP,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5403796055080015,0.5402876626457621,0.08104902546936221,13.788611834759955,2687,1,A
DecisionTree,A4_Semivariograma,Semivariograma,All-16,2class,Mixto,0.5277260885746186,0.5274053512170154,0.05509999753369632,14.168217342761444,2687,1,A
SVM,A5_Promedio,Promedio,All-16,3class,Mixto,0.3454668014829794,0.3266957493356167,0.05536059712856156,17.4654533198517,2967,1,A
kNN,A5_Promedio,Promedio,All-16,3class,Mixto,0.378159757330637,0.34114545776237165,0.05605540496941741,16.595888102460396,2967,1,A
RandomForest,A5_Promedio,Promedio,All-16,3class,Mixto,0.36703741152679475,0.3245927454353634,0.013930380482708116,17.347489046174587,2967,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,3class,Mixto,0.3201887428378834,0.30940205719053426,0.05308041168992805,18.2103134479272,2967,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,3class,Mixto,0.35962251432423326,0.3372660525422626,0.05798805177330957,17.49241658240647,2967,1,A
MLP,A5_Promedio,Promedio,All-16,3class,Mixto,0.2989551735760027,0.2948790818639066,0.05803960032437805,18.345129760701045,2967,1,A
DecisionTree,A5_Promedio,Promedio,All-16,3class,Mixto,0.3683855746545332,0.3330848538805305,0.03756521998020146,16.956521739130434,2967,1,A
SVM,A5_Promedio,Promedio,All-16,2class,Mixto,0.5601042054335691,0.556416363033007,0.11889761289280898,13.196873836992928,2687,1,A
kNN,A5_Promedio,Promedio,All-16,2class,Mixto,0.5556382582806103,0.5519129758556771,0.11272651445676907,13.330852251581689,2687,1,A
RandomForest,A5_Promedio,Promedio,All-16,2class,Mixto,0.5262374395236323,0.5262111907234351,0.05242356270685067,14.21287681429103,2687,1,A
NaiveBayes,A5_Promedio,Promedio,All-16,2class,Mixto,0.5548939337551172,0.55248845590406,0.1087345155666638,13.353181987346483,2687,1,A
LogisticRegression,A5_Promedio,Promedio,All-16,2class,Mixto,0.5336806847785635,0.530923647442652,0.06620420794722304,13.989579456643096,2687,1,A
MLP,A5_Promedio,Promedio,All-16,2class,Mixto,0.5478228507629327,0.5446584022718648,0.09700058167821501,13.56531447711202,2687,1,A
DecisionTree,A5_Promedio,Promedio,All-16,2class,Mixto,0.5318198734648306,0.5317108433467881,0.06395284437936288,14.04540379605508,2687,1,A
SVM,A6_HO,Hurst Original,All-16,3class,Mixto,0.35726322885069095,0.33775733605340214,0.0822629775969792,17.165487023929895,2967,1,A
kNN,A6_HO,Hurst Original,All-16,3class,Mixto,0.3788338388945062,0.34711763563598813,0.06814770835488348,16.875631951466126,2967,1,A
RandomForest,A6_HO,Hurst Original,All-16,3class,Mixto,0.3754634310751601,0.34025892294797905,0.02975064904169855,17.37108190091001,2967,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,3class,Mixto,0.29221435793731043,0.28390546566084024,0.059450823257907515,18.466464442197505,2967,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,3class,Mixto,0.32895180316818334,0.31836899306566807,0.05731724092368384,18.257499157398044,2967,1,A
MLP,A6_HO,Hurst Original,All-16,3class,Mixto,0.3522076171216717,0.34053723963745597,0.08397609453597421,17.084597236265587,2967,1,A
DecisionTree,A6_HO,Hurst Original,All-16,3class,Mixto,0.3899561846983485,0.3570340545051935,0.074844424047254,16.710481968318167,2967,1,A
SVM,A6_HO,Hurst Original,All-16,2class,Mixto,0.5679196129512467,0.5677318568962313,0.1355941502277248,12.962411611462597,2687,1,A
kNN,A6_HO,Hurst Original,All-16,2class,Mixto,0.5690360997394864,0.5664128864393403,0.13928138319295746,12.928917007815407,2687,1,A
RandomForest,A6_HO,Hurst Original,All-16,2class,Mixto,0.5236323036844064,0.5234326329814947,0.0470004854551862,14.291030889467807,2687,1,A
NaiveBayes,A6_HO,Hurst Original,All-16,2class,Mixto,0.5537774469668776,0.5532306781749831,0.10815436006589507,13.386676590993673,2687,1,A
LogisticRegression,A6_HO,Hurst Original,All-16,2class,Mixto,0.524004465947153,0.5209659705724967,0.04677911323993633,14.279866021585411,2687,1,A
MLP,A6_HO,Hurst Original,All-16,2class,Mixto,0.550055824339412,0.5479820421895839,0.10121969270439235,13.49832526981764,2687,1,A
DecisionTree,A6_HO,Hurst Original,All-16,2class,Mixto,0.5429847413472274,0.5429512538368627,0.08590250767372543,13.710457759583178,2687,1,A
SVM,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.36872261543646784,0.3462684510938027,0.102741525299898,16.75092686215032,2967,1,A
kNN,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.3636670037074486,0.3344204497373102,0.04593326143664833,17.114930906639703,2967,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.37445230872935625,0.33474782513521756,0.026552261224541684,17.391304347826086,2967,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.29322548028311424,0.28980632853642724,0.06641371092731896,18.530502190765084,2967,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.3178294573643411,0.31167448335190234,0.054100580042292346,18.479946073474892,2967,1,A
MLP,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.31412200876306035,0.3108657804986764,0.07104603240467866,18.04516346477924,2967,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,3class,Mixto,0.3714189416919447,0.3387224811750497,0.04149485406646958,17.232895180316817,2967,1,A
SVM,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5764793449944176,0.5757289932289932,0.1524105719789891,12.705619650167472,2687,1,A
kNN,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5292147376256048,0.5266963844728292,0.05967261423105341,14.123557871231856,2687,1,A
RandomForest,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5217714923706737,0.5214827901662686,0.04321075746571301,14.346855228879791,2687,1,A
NaiveBayes,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5377744696687756,0.5353774057738572,0.0744786885609614,13.866765909936733,2687,1,A
LogisticRegression,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5351693338295497,0.5344448185277496,0.06977859982133205,13.94491998511351,2687,1,A
MLP,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5478228507629327,0.5478205961191052,0.09567739052898916,13.56531447711202,2687,1,A
DecisionTree,A7_HRS_p64,HRS p64,All-16,2class,Mixto,0.5422404168217343,0.5419022986593927,0.0841219652105959,13.732787495347972,2687,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.40815638692281764,0.3753559998389804,0.11996928537658602,16.194809571958206,2967,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.3855746545331985,0.3531160407899316,0.06953491376559395,16.889113582743512,2967,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.382541287495787,0.3456533240174943,0.03997999260673124,17.138523761375126,2967,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.38658577687900236,0.3557375336112232,0.08587596654878282,16.636332996292552,2967,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.38422649140546006,0.34960039836757045,0.07793900394716369,16.747556454330972,2967,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.3488372093023256,0.3374252817587992,0.08138926107706534,17.27671048196832,2967,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,3class,Mixto,0.3774856757667678,0.3462597760768866,0.05171285429802108,17.202561509942704,2967,1,A
SVM,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5682917752139933,0.5617211456906114,0.1348334379775955,12.951246743580201,2687,1,A
kNN,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5403796055080015,0.5364946176754006,0.08226483701046527,13.788611834759955,2687,1,A
RandomForest,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5225158168961668,0.5224300920681682,0.04488254487354071,14.324525493114999,2687,1,A
NaiveBayes,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5541496092296241,0.5521621808120505,0.10734659740686137,13.375511723111277,2687,1,A
LogisticRegression,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5474506885001861,0.5464374555792466,0.09423484640154711,13.576479344994418,2687,1,A
MLP,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5403796055080015,0.5402876626457621,0.08104902546936221,13.788611834759955,2687,1,A
DecisionTree,A8_HV,Hurst Semivariograma,All-16,2class,Mixto,0.5277260885746186,0.5274053512170154,0.05509999753369632,14.168217342761444,2687,1,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.4603977081226828,0.4212164662795388,0.18520189987083757,14.472531176272328,2967,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.43242332322210986,0.39763608457958727,0.15119669993975982,14.971351533535557,2967,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.5149983147960904,0.4326946586917195,0.19644146707000998,13.164812942366027,2967,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.3444556791371756,0.32669113319917475,0.09266839669476068,17.253117627232896,2967,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.42905291540276375,0.39875926767397046,0.14757718889124438,15.089315807212673,2967,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.4418604651162791,0.3997630926106957,0.13857877258110152,15.251095382541287,2967,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,3class,Mixto,0.450623525446579,0.3877882415817824,0.11965236151737235,14.856757667677789,2967,7,A
SVM,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.6393747673985858,0.6377852297175195,0.2779836141264034,10.818756978042426,2687,7,A
kNN,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.6334201711946409,0.6309912449659775,0.26791079929731254,10.997394864160775,2687,7,A
RandomForest,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.643468552288798,0.6434602066539239,0.2870483926539683,10.695943431336062,2687,7,A
NaiveBayes,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.582061778935616,0.5819496807509746,0.1639504416030313,12.538146631931522,2687,7,A
LogisticRegression,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.6032750279121697,0.6032406822558947,0.20673452929303682,11.901749162634909,2687,7,A
MLP,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.5686639374767398,0.5670511059737611,0.13648887820440836,12.940081875697805,2687,7,A
DecisionTree,A9_All7_mean,Todos los Fractales (mean),All-16,2class,Mixto,0.586155563825828,0.5861527551551817,0.17233485721123698,12.415333085225159,2687,7,A
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.559824738793394,0.5177611882832975,0.3485521015147933,11.698685540950455,2967,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.49207954162453654,0.45289175702463136,0.2505970895216948,13.60633636670037,2967,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.6535220761712167,0.5309617439939925,0.41242680561559564,9.629255139871924,2967,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.33872598584428715,0.33379036452951555,0.10613894978903593,17.273340074148972,2967,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.524098415908325,0.48075045339910677,0.2839487350582084,12.915402763734411,2967,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.4937647455342096,0.4638418411516441,0.26615689078428273,13.12773845635322,2967,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,3class,Mixto,0.5271317829457365,0.4483223906037326,0.23326103157467415,13.02999662959218,2967,16,B
SVM,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.7651656122069223,0.7651082228892085,0.530491261251407,7.045031633792333,2687,16,B
kNN,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.7231112765165613,0.7228206976873163,0.44656986642674235,8.306661704503163,2687,16,B
RandomForest,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.7752139933010793,0.7752087315438101,0.5504981515271365,6.743580200967622,2687,16,B
NaiveBayes,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.6010420543356904,0.5966938705103016,0.20355819420427534,11.968738369929289,2687,16,B
LogisticRegression,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.7059918124302196,0.7059164990329891,0.4118655901763797,8.820245627093414,2687,16,B
MLP,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.7041310011164867,0.704130345446847,0.4082902765724593,8.876069966505396,2687,16,B
DecisionTree,B1_HRS_pc,HRS p64 (per-channel),All-16,2class,Mixto,0.702270189802754,0.7022609111902028,0.4045271009976996,8.93189430591738,2687,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.555443208628244,0.5054139704971493,0.3348841762525754,12.022244691607684,2967,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.5139871924502865,0.463438176199426,0.27131131514388074,12.962588473205258,2967,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.6562184024266936,0.5338599370446165,0.4161989484659583,9.733737782271655,2967,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.35254465790360634,0.3416300718396754,0.09598523150400995,17.246376811594203,2967,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.5551061678463094,0.4930658333473957,0.3092174538809822,12.366026289180992,2967,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.4971351533535558,0.462127075165313,0.2649008733981225,13.350185372430063,2967,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.5328614762386249,0.457799395514834,0.2492063492063492,12.918773171553758,2967,16,B
SVM,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7651656122069223,0.7651592370009417,0.5303237433887167,7.045031633792333,2687,16,B
kNN,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7312988462969855,0.7308057563859629,0.4630304680956596,8.061034611090436,2687,16,B
RandomForest,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7681429103088947,0.7681382859002814,0.5362843434009064,6.95571269073316,2687,16,B
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.5958317826572386,0.5948391342741466,0.1924070685366428,12.125046520282844,2687,16,B
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7212504652028284,0.7212428978030196,0.4424920503932628,8.362486043915148,2687,16,B
MLP,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7059918124302196,0.7058196632253029,0.41178312514513327,8.820245627093414,2687,16,B
DecisionTree,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.6728693710457759,0.6727168800287671,0.3460283205453121,9.813918868626722,2687,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.559824738793394,0.5177611882832975,0.3485521015147933,11.698685540950455,2967,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.49207954162453654,0.45289175702463136,0.2505970895216948,13.60633636670037,2967,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.6535220761712167,0.5309617439939925,0.41242680561559564,9.629255139871924,2967,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.33872598584428715,0.33379036452951555,0.10613894978903593,17.273340074148972,2967,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.524098415908325,0.48075045339910677,0.2839487350582084,12.915402763734411,2967,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.4937647455342096,0.4638418411516441,0.26615689078428273,13.12773845635322,2967,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.5271317829457365,0.4483223906037326,0.23326103157467415,13.02999662959218,2967,16,B
SVM,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7651656122069223,0.7651082228892085,0.530491261251407,7.045031633792333,2687,16,B
kNN,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7231112765165613,0.7228206976873163,0.44656986642674235,8.306661704503163,2687,16,B
RandomForest,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7752139933010793,0.7752087315438101,0.5504981515271365,6.743580200967622,2687,16,B
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.6010420543356904,0.5966938705103016,0.20355819420427534,11.968738369929289,2687,16,B
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7059918124302196,0.7059164990329891,0.4118655901763797,8.820245627093414,2687,16,B
MLP,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7041310011164867,0.704130345446847,0.4082902765724593,8.876069966505396,2687,16,B
DecisionTree,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.702270189802754,0.7022609111902028,0.4045271009976996,8.93189430591738,2687,16,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5928547354229862,0.5377818463446564,0.3855201886847768,10.819009100101113,2967,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5294910684192787,0.48061817749781727,0.29443845867533847,12.531176272328953,2967,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.6774519716885743,0.543825270097352,0.44624719629658594,8.955173576002696,2967,48,B
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.3424334344455679,0.3368752625738956,0.10750834193403358,17.236265588136163,2967,48,B
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.592180653859117,0.5220383300621442,0.3576902921700753,11.274014155712841,2967,48,B
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5112908661948096,0.4707559247384456,0.27341373017769666,13.10077519379845,2967,48,B
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5436467812605326,0.4673700905686114,0.25856513719611784,12.612066059993259,2967,48,B
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7953107554893933,0.795309366308768,0.5906697577283466,6.140677335318199,2687,48,B
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7406029028656494,0.7403952181484471,0.48149486281411646,7.781912914030517,2687,48,B
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7908448083364347,0.7908445476152222,0.5817122691943338,6.27465574990696,2687,48,B
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.6032750279121697,0.5992586610793429,0.2079655218563249,11.901749162634909,2687,48,B
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.751023446222553,0.7509301653742796,0.5019183702760808,7.469296613323409,2687,48,B
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7394864160774097,0.7393145145642371,0.4787818864720498,7.815407517677707,2687,48,B
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.6810569408262003,0.6810482822659383,0.36221749966971983,9.568291775213993,2687,48,B
SVM,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.7040781934614089,0.6213062931046736,0.5224326980559997,8.267610380856084,2967,64,B
kNN,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.5935288169868554,0.539512401249029,0.37968845753454816,11.112234580384227,2967,64,B
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.7499157398045163,0.6253525956411657,0.5684798434423859,6.973373778227166,2967,64,B
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.39804516346477925,0.3721676018651408,0.142981351692952,15.898213683855747,2967,64,B
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.703067071115605,0.6132679991524778,0.5139144480413218,8.368722615436468,2967,64,B
MLP,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.6198179979777553,0.5508316615381594,0.3982927053344464,10.390967307044152,2967,64,B
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.6167846309403437,0.5176222253594907,0.3609061984054288,10.738119312436805,2967,64,B
SVM,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.8500186081131373,0.8499624165109636,0.6999597955474747,4.49944175660588,2687,64,B
kNN,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7982880535913658,0.7982263195229544,0.5967264138143011,6.051358392259025,2687,64,B
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.8425753628582062,0.8425292119415566,0.6850815044147012,4.722739114253815,2687,64,B
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.6244882768887234,0.6242615838737471,0.24871568426685164,11.265351693338296,2687,64,B
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.828433196873837,0.8284171317052792,0.6568346912208409,5.14700409378489,2687,64,B
MLP,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7372534425009304,0.7370374990989792,0.47480301880941966,7.882396724972088,2687,64,B
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7476739858578341,0.7475074869636468,0.49516302718292815,7.569780424264979,2687,64,B
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.6895854398382204,0.607038221898987,0.5021520037574437,8.54061341422312,2967,112,B
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.5898213683855746,0.5383958976282526,0.3792946781642943,11.088641725648804,2967,112,B
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.7441860465116279,0.6179070919334345,0.5590697352033187,7.081226828446242,2967,112,B
