Month,Model,Params,Pooled_Accuracy,Patient_Accuracy_Mean,Patient_Accuracy_Std,Pooled_Baseline,Patient_Baseline
Mes 6,LogisticRegression,"C=50, solver=lbfgs",0.8331454340473506,0.8333753926584808,0.05319976014120206,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=50, solver=newton-cholesky",0.8331454340473506,0.8333501876700405,0.04897578311487047,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=50, solver=saga",0.8297632468996617,0.8299208972003089,0.05153014910518049,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=100, solver=lbfgs",0.8275084554678692,0.827688937155849,0.05055277693249618,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=100, solver=newton-cholesky",0.8286358511837655,0.8288455930000047,0.053536373554959105,0.8331454340473506,0.8332083738333739
Mes 6,LogisticRegression,"C=100, solver=saga",0.830890642615558,0.8310520725961902,0.04761197518357534,0.8331454340473506,0.8332083738333739
Mes 6,SVM,"C=0.1, kernel=rbf, gamma=scale",0.6933483652762119,0.6933233400145165,0.06162634803722946,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=rbf, gamma=auto",0.6933483652762119,0.6933233400145165,0.06162634803722946,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=rbf, gamma=0.01",0.6583990980834273,0.6584620607598549,0.07798007397659171,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=rbf, gamma=0.1",0.6989853438556933,0.6988762471299237,0.0937484904987527,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=linear, gamma=scale",0.8241262683201804,0.824097401670931,0.05448001095873919,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=linear, gamma=auto",0.8241262683201804,0.824097401670931,0.05448001095873919,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=linear, gamma=0.01",0.8241262683201804,0.824097401670931,0.05448001095873919,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=0.1, kernel=linear, gamma=0.1",0.8241262683201804,0.824097401670931,0.05448001095873919,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=1, kernel=rbf, gamma=scale",0.8038331454340474,0.8037301761566467,0.07062415340653369,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=1, kernel=rbf, gamma=auto",0.8038331454340474,0.8037301761566467,0.07062415340653369,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=1, kernel=rbf, gamma=0.01",0.7891770011273957,0.7890740602137661,0.07043494048370118,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=1, kernel=rbf, gamma=0.1",0.8049605411499436,0.8049370103598045,0.04969321772380669,0.8038331454340474,0.8037301761566467
Mes 6,SVM,"C=1, kernel=linear, gamma=scale",0.8320180383314544,0.8322089575766046,0.049942953914240966,0.8038331454340474,0.8037301761566467
