Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group,Patient_Accuracy_Mean,Patient_Accuracy_Std,N_Patients
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.5551061678463094,0.4930658333473957,0.3092174538809822,12.366026289180992,2967,16,B,0.5593933293781223,0.04533774445978677,5
MLP,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.4971351533535558,0.462127075165313,0.2649008733981225,13.350185372430063,2967,16,B,0.49429479307577767,0.042584979341152615,5
DecisionTree,B2_HO_pc,HO (per-channel),All-16,3class,Mixto,0.5328614762386249,0.457799395514834,0.2492063492063492,12.918773171553758,2967,16,B,0.535791196490839,0.030793164485253596,5
SVM,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7651656122069223,0.7651592370009417,0.5303237433887167,7.045031633792333,2687,16,B,0.7705335643510953,0.055735656562357724,5
kNN,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7312988462969855,0.7308057563859629,0.4630304680956596,8.061034611090436,2687,16,B,0.736016453393318,0.053835322497213935,5
RandomForest,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7681429103088947,0.7681382859002814,0.5362843434009064,6.95571269073316,2687,16,B,0.7717126717884508,0.03625295473808676,5
NaiveBayes,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.5958317826572386,0.5948391342741466,0.1924070685366428,12.125046520282844,2687,16,B,0.6007766867917967,0.05304530978482381,5
LogisticRegression,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7212504652028284,0.7212428978030196,0.4424920503932628,8.362486043915148,2687,16,B,0.7281607085271917,0.06769228093038722,5
MLP,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.7059918124302196,0.7058196632253029,0.41178312514513327,8.820245627093414,2687,16,B,0.7145588316229275,0.07253494134740807,5
DecisionTree,B2_HO_pc,HO (per-channel),All-16,2class,Mixto,0.6728693710457759,0.6727168800287671,0.3460283205453121,9.813918868626722,2687,16,B,0.6760943320406451,0.0307805585561853,5
SVM,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.559824738793394,0.5177611882832975,0.3485521015147933,11.698685540950455,2967,16,B,0.5647565768762951,0.03735104149799634,5
kNN,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.49207954162453654,0.45289175702463136,0.2505970895216948,13.60633636670037,2967,16,B,0.4909187559304751,0.041121255576624174,5
RandomForest,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.6535220761712167,0.5309617439939925,0.41242680561559564,9.629255139871924,2967,16,B,0.6571851556535261,0.037298706326874514,5
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.33872598584428715,0.33379036452951555,0.10613894978903593,17.273340074148972,2967,16,B,0.33824341002309444,0.019564594231772356,5
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.524098415908325,0.48075045339910677,0.2839487350582084,12.915402763734411,2967,16,B,0.5270493599259537,0.04349131479937359,5
MLP,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.4937647455342096,0.4638418411516441,0.26615689078428273,13.12773845635322,2967,16,B,0.49852730325624417,0.042745179802978955,5
DecisionTree,B3_HV_pc,HV (per-channel),All-16,3class,Mixto,0.5271317829457365,0.4483223906037326,0.23326103157467415,13.02999662959218,2967,16,B,0.5285244865013734,0.021768968216085937,5
SVM,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7651656122069223,0.7651082228892085,0.530491261251407,7.045031633792333,2687,16,B,0.7720839830325102,0.047344341017950216,5
kNN,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7231112765165613,0.7228206976873163,0.44656986642674235,8.306661704503163,2687,16,B,0.7286701210804505,0.039773908173052985,5
RandomForest,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7752139933010793,0.7752087315438101,0.5504981515271365,6.743580200967622,2687,16,B,0.7816750622024558,0.05100261508152744,5
NaiveBayes,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.6010420543356904,0.5966938705103016,0.20355819420427534,11.968738369929289,2687,16,B,0.6064599935258821,0.05340006299261729,5
LogisticRegression,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7059918124302196,0.7059164990329891,0.4118655901763797,8.820245627093414,2687,16,B,0.7130670951304816,0.054367415265365544,5
MLP,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.7041310011164867,0.704130345446847,0.4082902765724593,8.876069966505396,2687,16,B,0.7127005382401734,0.06321577494604322,5
DecisionTree,B3_HV_pc,HV (per-channel),All-16,2class,Mixto,0.702270189802754,0.7022609111902028,0.4045271009976996,8.93189430591738,2687,16,B,0.7083077401397601,0.040910886564319564,5
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5928547354229862,0.5377818463446564,0.3855201886847768,10.819009100101113,2967,48,B,0.5973014027320348,0.03718245259266176,5
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5294910684192787,0.48061817749781727,0.29443845867533847,12.531176272328953,2967,48,B,0.5292552531892847,0.047937276455149475,5
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.6774519716885743,0.543825270097352,0.44624719629658594,8.955173576002696,2967,48,B,0.6817794669811427,0.04944669199714518,5
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.3424334344455679,0.3368752625738956,0.10750834193403358,17.236265588136163,2967,48,B,0.3424971302824886,0.023311879114407377,5
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.592180653859117,0.5220383300621442,0.3576902921700753,11.274014155712841,2967,48,B,0.5940099292681615,0.03546083637104562,5
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5112908661948096,0.4707559247384456,0.27341373017769666,13.10077519379845,2967,48,B,0.5195014054282805,0.07448863876342227,5
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,3class,Mixto,0.5436467812605326,0.4673700905686114,0.25856513719611784,12.612066059993259,2967,48,B,0.5450329623315298,0.01924167979363122,5
SVM,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7953107554893933,0.795309366308768,0.5906697577283466,6.140677335318199,2687,48,B,0.8017712618561832,0.05193429723020059,5
kNN,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7406029028656494,0.7403952181484471,0.48149486281411646,7.781912914030517,2687,48,B,0.7462524525682095,0.048209578758831154,5
RandomForest,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7908448083364347,0.7908445476152222,0.5817122691943338,6.27465574990696,2687,48,B,0.797751950055889,0.0553345933140712,5
NaiveBayes,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.6032750279121697,0.5992586610793429,0.2079655218563249,11.901749162634909,2687,48,B,0.6097361575077361,0.062099805004124195,5
LogisticRegression,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.751023446222553,0.7509301653742796,0.5019183702760808,7.469296613323409,2687,48,B,0.7554274603186633,0.05037342600032633,5
MLP,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.7394864160774097,0.7393145145642371,0.4787818864720498,7.815407517677707,2687,48,B,0.742101281844084,0.04405384615425836,5
DecisionTree,B4_Martinez_pc,Martinez HO+HRS+HV (per-channel),All-16,2class,Mixto,0.6810569408262003,0.6810482822659383,0.36221749966971983,9.568291775213993,2687,48,B,0.6861958909152299,0.05449133592342683,5
SVM,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.7040781934614089,0.6213062931046736,0.5224326980559997,8.267610380856084,2967,64,B,0.7092707042789478,0.05324837439178459,5
kNN,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.5935288169868554,0.539512401249029,0.37968845753454816,11.112234580384227,2967,64,B,0.597815498546437,0.06516159383528262,5
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.7499157398045163,0.6253525956411657,0.5684798434423859,6.973373778227166,2967,64,B,0.7550014992596431,0.06316946370083812,5
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.39804516346477925,0.3721676018651408,0.142981351692952,15.898213683855747,2967,64,B,0.3990311564728537,0.018635643340079607,5
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.703067071115605,0.6132679991524778,0.5139144480413218,8.368722615436468,2967,64,B,0.7062054869386023,0.08528266675483218,5
MLP,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.6198179979777553,0.5508316615381594,0.3982927053344464,10.390967307044152,2967,64,B,0.6270073927126155,0.06806583802051358,5
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,3class,Mixto,0.6167846309403437,0.5176222253594907,0.3609061984054288,10.738119312436805,2967,64,B,0.6223946613651347,0.045289073314638564,5
SVM,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.8500186081131373,0.8499624165109636,0.6999597955474747,4.49944175660588,2687,64,B,0.8567424015020473,0.053410138280235324,5
kNN,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7982880535913658,0.7982263195229544,0.5967264138143011,6.051358392259025,2687,64,B,0.8068801265507727,0.06681468133615724,5
RandomForest,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.8425753628582062,0.8425292119415566,0.6850815044147012,4.722739114253815,2687,64,B,0.8495143312213745,0.06278045555741663,5
NaiveBayes,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.6244882768887234,0.6242615838737471,0.24871568426685164,11.265351693338296,2687,64,B,0.6326901887637413,0.05468064922729511,5
LogisticRegression,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.828433196873837,0.8284171317052792,0.6568346912208409,5.14700409378489,2687,64,B,0.8367627391694598,0.08526350353287193,5
MLP,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7372534425009304,0.7370374990989792,0.47480301880941966,7.882396724972088,2687,64,B,0.7513035394031006,0.0984316297092097,5
DecisionTree,B5_Basic_pc,Basicos (per-channel),All-16,2class,Mixto,0.7476739858578341,0.7475074869636468,0.49516302718292815,7.569780424264979,2687,64,B,0.7554944485476757,0.05328921670315829,5
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.6895854398382204,0.607038221898987,0.5021520037574437,8.54061341422312,2967,112,B,0.6941430648816885,0.04317163846916492,5
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.5898213683855746,0.5383958976282526,0.3792946781642943,11.088641725648804,2967,112,B,0.5907601736482417,0.06206263952162298,5
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.7441860465116279,0.6179070919334345,0.5590697352033187,7.081226828446242,2967,112,B,0.7483113146057556,0.05617306279131755,5
NaiveBayes,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.3764745534209639,0.3599248701298446,0.13366533924279222,16.343107516009436,2967,112,B,0.38060109898138234,0.033440438703920786,5
LogisticRegression,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.704752275025278,0.6084859339317601,0.5115101170586319,8.267610380856084,2967,112,B,0.708542394129387,0.07434469482561598,5
MLP,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.6258847320525783,0.5536914941469996,0.4072174551156714,10.27974384900573,2967,112,B,0.6341528923608395,0.06813186359575082,5
DecisionTree,B6_All7_pc,Todos 7 (per-channel),All-16,3class,Mixto,0.5871250421300978,0.49098329964121,0.31570971553541294,11.334681496461071,2967,112,B,0.5920179231270901,0.036802965550009475,5
SVM,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.8429475251209527,0.8429144325760884,0.6858400067380517,4.711574246371418,2687,112,B,0.8485180219423045,0.045229219885122185,5
kNN,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.7949385932266468,0.7948362950952204,0.5900639296007424,6.151842203200595,2687,112,B,0.8021718502653357,0.06168167992768848,5
RandomForest,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.8314104949758094,0.8313834975362293,0.6627726475958916,5.057685150725717,2687,112,B,0.8378850053225401,0.05426238310848553,5
NaiveBayes,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.6222553033122441,0.6218119518741234,0.24500846398412124,11.332340900632676,2687,112,B,0.632898030718433,0.07139370354160204,5
LogisticRegression,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.8310383327130629,0.8309989848008281,0.6620131404763132,5.068850018608114,2687,112,B,0.8379582876506021,0.0695440574701463,5
MLP,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.770375883885374,0.7703346584614652,0.5406800702938228,6.888723483438779,2687,112,B,0.7781238015821395,0.05352822868027707,5
DecisionTree,B6_All7_pc,Todos 7 (per-channel),All-16,2class,Mixto,0.7257164123557871,0.7257012156819888,0.4515428964228355,8.228507629326387,2687,112,B,0.7311528872796431,0.045347136728555594,5
SVM,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.38018200202224467,0.3563047890957494,0.0899747522508324,16.666666666666668,2967,3,C,0.3795297936308045,0.024267542052714124,5
kNN,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.3640040444893832,0.33112493941701865,0.042860684099674584,17.209302325581394,2967,3,C,0.3663324255067691,0.021564164048441182,5
RandomForest,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.39602291877317153,0.3409529062022081,0.03430107909670599,16.804853387259858,2967,3,C,0.3944473575910048,0.017078877806804352,5
NaiveBayes,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.296932928884395,0.2951943654253973,0.058786942101780704,18.240647118301315,2967,3,C,0.2933513295749811,0.031450901862301754,5
LogisticRegression,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.3400741489720256,0.3266381500369736,0.05649665029030815,17.71823390630266,2967,3,C,0.3433539035173748,0.027532707797902477,5
MLP,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.3424334344455679,0.3228802388719552,0.060069724091346144,17.47556454330974,2967,3,C,0.3416176871669596,0.046275308576368385,5
DecisionTree,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,3class,Mixto,0.3943377148634985,0.34690127261642173,0.049013018840665,16.83855746545332,2967,3,C,0.3952015166039198,0.00918308637329824,5
SVM,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5828061034611091,0.582797782494728,0.16573711579340955,12.51581689616673,2687,3,C,0.5817545189065655,0.0303518475961336,5
kNN,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5619650167473018,0.5583828871569196,0.12534269590673197,13.141049497580946,2687,3,C,0.5650052597303419,0.02822773167657933,5
RandomForest,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.546706363974693,0.5466294413543409,0.09327697008181868,13.59880908075921,2687,3,C,0.5474599448899367,0.022438660758038843,5
NaiveBayes,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5470785262374396,0.5460483911830012,0.09496143715544669,13.587644212876814,2687,3,C,0.5501459282627531,0.04201932361668501,5
LogisticRegression,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5280982508373651,0.5267578949707759,0.05540510568456536,14.157052474879046,2687,3,C,0.5313952482838407,0.04840726899926932,5
MLP,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5537774469668776,0.5521495470010321,0.10854031917763685,13.386676590993673,2687,3,C,0.5553731212908228,0.039056379125399665,5
DecisionTree,C_Martinez_Cz,"Martinez per-ch (Cz, 1ch x 3m)",Cz,2class,Mixto,0.5403796055080015,0.5401798822281186,0.08049851466945757,13.788611834759955,2687,3,C,0.5421374791972022,0.03768974109893848,5
SVM,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.4159083249073138,0.3889567017898106,0.15026781925125632,15.453319851702055,2967,6,C,0.42637505631586026,0.07395658435526382,5
kNN,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.42905291540276375,0.39076075885329375,0.14098522937007552,15.392652510953825,2967,6,C,0.4374728350286907,0.05459058150854148,5
RandomForest,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.49578699022581735,0.422652626414933,0.17564383672568817,13.892821031344793,2967,6,C,0.5021760834486668,0.04092513113213848,5
NaiveBayes,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.3211998651836872,0.3175614893597798,0.08480820379111065,17.613751263902934,2967,6,C,0.3205031452930316,0.025857125299261364,5
LogisticRegression,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.3977081226828446,0.37540111493197575,0.11625765332187454,16.42736771149309,2967,6,C,0.40720668062965054,0.06346085823625353,5
MLP,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.363329962925514,0.3451555372207899,0.08469968423914864,17.17896865520728,2967,6,C,0.37252078311951264,0.06883389973545855,5
DecisionTree,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,3class,Mixto,0.4617458712504213,0.40358052051953086,0.146424531702527,14.597236265588137,2967,6,C,0.4666924986032689,0.03328970189452107,5
SVM,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.6363974692966133,0.6362715239926905,0.2730797677022119,10.9080759211016,2687,6,C,0.644896632094891,0.06343446081855451,5
kNN,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.6330480089318943,0.632005744827433,0.2668177282209292,11.008559732043171,2687,6,C,0.6406463221062987,0.04804170584057492,5
RandomForest,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.6352809825083736,0.6352494077024173,0.270499219597116,10.94157052474879,2687,6,C,0.6439425384086945,0.05496270791470065,5
NaiveBayes,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.5586155563825828,0.5579405249922873,0.11788585929939799,13.241533308522516,2687,6,C,0.5653068941420749,0.06732394371391882,5
LogisticRegression,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.5868998883513212,0.5868998311349856,0.17386557023958316,12.393003349460365,2687,6,C,0.5958101076415242,0.058951836355754204,5
MLP,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.5865277260885746,0.5864065117424808,0.17287364398282046,12.404168217342761,2687,6,C,0.5959423348900865,0.05848666908067931,5
DecisionTree,C_Martinez_Motor-2,"Martinez per-ch (Motor-2, 2ch x 3m)",Motor-2,2class,Mixto,0.582061778935616,0.5818532838329082,0.16450416141857316,12.538146631931522,2687,6,C,0.5899664879072868,0.0515065085623654,5
SVM,C_Martinez_Motor-4,"Martinez per-ch (Motor-4, 4ch x 3m)",Motor-4,3class,Mixto,0.440175261206606,0.4102876386551823,0.18057576002954334,15.089315807212673,2967,12,C,0.4494090359347174,0.06418591023040696,5
kNN,C_Martinez_Motor-4,"Martinez per-ch (Motor-4, 4ch x 3m)",Motor-4,3class,Mixto,0.44219750589821366,0.4042485744785751,0.16239624591892088,14.951129086619481,2967,12,C,0.4477668230091195,0.0361208037465148,5
