Model,Feature_Subset,Feature_Label,Channel_Config,Class_Type,Month,Accuracy,F1_Macro,Kappa,MAE,N,N_Features,Group,Patient_Accuracy_Mean,Patient_Accuracy_Std,N_Patients
LogisticRegression,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mixto,0.5621840242669363,0.5064659446295613,0.31286444873716013,11.77283451297607,2967,24,C,0.5757435695536334,0.12350081789200473,5
MLP,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mixto,0.5305021907650825,0.47462383309874473,0.26512932328928707,12.54128749578699,2967,24,C,0.5419535683346506,0.10251009087028821,5
DecisionTree,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,3class,Mixto,0.5527468823727671,0.4697983185417689,0.2641303031390455,12.190765082574991,2967,24,C,0.5594295929903128,0.05988843833864129,5
SVM,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.7566058801637514,0.7566018010351464,0.5132133110396798,7.301823595087458,2687,24,C,0.7684209370116342,0.09666727101477765,5
kNN,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.7298101972459993,0.7294429200540127,0.46000056470181805,8.105694082620023,2687,24,C,0.7406193419382749,0.0877086984669095,5
RandomForest,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.7662820989951619,0.7662468416153199,0.5325001593022837,7.011537030145143,2687,24,C,0.7761684058524959,0.08577805826895894,5
NaiveBayes,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.6069966505396353,0.6065252963396438,0.2135849516783025,11.790100483810942,2687,24,C,0.6204703275633165,0.08260892202490637,5
LogisticRegression,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.7078526237439524,0.7077431686379813,0.4159415414051716,8.76442128768143,2687,24,C,0.7239414896981077,0.12770273296639212,5
MLP,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.698920729438035,0.6987898985607677,0.39810031020033854,9.03237811685895,2687,24,C,0.714453882368445,0.13440560332206547,5
DecisionTree,C_Basicos_Motor-6,"Basicos per-ch (Motor-6, 6ch x 4m)",Motor-6,2class,Mixto,0.6721250465202828,0.6720894394588863,0.34418115001502936,9.836248604391514,2687,24,C,0.6809422329191689,0.06919990000518027,5
SVM,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.5625210650488709,0.5036109769261506,0.31658873404895294,11.560498820357264,2967,20,C,0.576245321106963,0.10629450965985178,5
kNN,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.5187057633973711,0.4687654344003265,0.26709693043530913,12.706437478934951,2967,20,C,0.5291439281186541,0.09757315456909263,5
RandomForest,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.6400404448938322,0.528415547974364,0.38712740801658074,9.710144927536232,2967,20,C,0.6510119337046747,0.0945253636904494,5
NaiveBayes,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.38827098078867545,0.3706662455418117,0.13623789132592834,16.036400404448937,2967,20,C,0.39335025633052234,0.04832469772675521,5
LogisticRegression,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.5342096393663633,0.4870764430402053,0.2787993902395053,12.453656892483991,2967,20,C,0.5472276652289436,0.09961305063008706,5
MLP,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.4880350522413212,0.44341947308022006,0.22199155404618087,13.663633299629256,2967,20,C,0.5042518531290348,0.11854747999905747,5
DecisionTree,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,3class,Mixto,0.5305021907650825,0.4545234970402741,0.2351984814371869,12.810920121334682,2967,20,C,0.5381204204321014,0.08355188779484543,5
SVM,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.7320431708224786,0.7320235364515808,0.4640470729031615,8.038704875325642,2687,20,C,0.7458512526252721,0.10826081139887495,5
kNN,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.7227391142538147,0.7226098698764862,0.4457236618956285,8.31782657238556,2687,20,C,0.7350609079653145,0.09743406290523592,5
RandomForest,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.7420915519166357,0.7420022171207108,0.4840565470772623,7.73725344250093,2687,20,C,0.7544532806151925,0.09956744810165576,5
NaiveBayes,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.6096017863788612,0.6095842662623994,0.21935029660757588,11.711946408634164,2687,20,C,0.6238857972906784,0.08825217559488671,5
LogisticRegression,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.6862672125046521,0.6860026185612884,0.3728920170662421,9.411983624860438,2687,20,C,0.7017744306196445,0.11909795393218771,5
MLP,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.656866393747674,0.6568013188152828,0.3136212742401918,10.29400818756978,2687,20,C,0.6726816112343563,0.11330439429404725,5
DecisionTree,C_Basicos_Frontal-5,"Basicos per-ch (Frontal-5, 5ch x 4m)",Frontal-5,2class,Mixto,0.6717528842575363,0.6717091877443548,0.3434241963509991,9.847413472273912,2687,20,C,0.6856446775793719,0.09965385489314152,5
SVM,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.5945399393326593,0.5312538632768785,0.3636536571051018,11.277384563532188,2967,20,C,0.596400180254044,0.03393208445258016,5
kNN,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.534546680148298,0.48895779260869965,0.2949267029049538,12.588473205257836,2967,20,C,0.5353520475772184,0.06273509705574874,5
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.669025952140209,0.5592638859990129,0.43672282437222776,9.278732726659927,2967,20,C,0.670449233890156,0.055709939594462854,5
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.3828783282777216,0.3544996568844589,0.11634019566301201,16.565554432086284,2967,20,C,0.3837157671943948,0.013381510904076414,5
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.5251095382541288,0.47348033978499116,0.260056533374869,12.999662959218066,2967,20,C,0.5331867793996556,0.06141866118600813,5
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.47792382878328277,0.43408228457419584,0.19408549609807157,14.472531176272328,2967,20,C,0.4872365383136614,0.07277427856087676,5
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,3class,Mixto,0.5706100438153017,0.4952100030058017,0.29309318182668254,12.045837546343108,2967,20,C,0.5734916862487178,0.03595720889773143,5
SVM,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7633048008931894,0.7632126764544502,0.5264844016259216,7.100855973204317,2687,20,C,0.7720364256541377,0.05573512920401468,5
kNN,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7365091179754373,0.7363250194596536,0.4732950854983634,7.904726460736882,2687,20,C,0.7421544141182074,0.04579191477972948,5
RandomForest,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.7845180498697432,0.7843717087113096,0.5688754125862965,6.464458503907704,2687,20,C,0.7909962360601333,0.04729449606034548,5
NaiveBayes,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.5965761071827317,0.5962615589165141,0.19282565392387574,12.10271678451805,2687,20,C,0.6014613817598273,0.049248162681760035,5
LogisticRegression,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6873836992928917,0.6873306492098903,0.3746737724702197,9.378489021213248,2687,20,C,0.7000680315138934,0.09459561143684579,5
MLP,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6888723483438779,0.6888254133605213,0.37792106802311154,9.333829549683662,2687,20,C,0.6972164818377105,0.056229393281304746,5
DecisionTree,C_Basicos_Parietal-5,"Basicos per-ch (Parietal-5, 5ch x 4m)",Parietal-5,2class,Mixto,0.6873836992928917,0.687099357197042,0.3744904231420918,9.378489021213248,2687,20,C,0.6970244601230776,0.06265590076756754,5
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.448938321536906,0.4102000999395535,0.1533858318836372,14.991573980451635,2967,7,C,0.4484087039504332,0.03814234298187009,5
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4189416919447253,0.3826817207406649,0.12687061673553124,15.638692281766094,2967,7,C,0.42108389455230427,0.03514234216961114,5
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.48129423660262893,0.39901107045661827,0.1434100332658812,14.600606673407482,2967,7,C,0.4818431615927409,0.04133173794915267,5
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.33602965958881026,0.32074775587753174,0.08087149570847219,17.269969666329626,2967,7,C,0.33726489560754097,0.01103435456938867,5
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.39737108190091003,0.3710193568127837,0.0996257631122931,16.036400404448937,2967,7,C,0.4034615879792563,0.044914907581322897,5
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4256825075834176,0.3858177199314597,0.10041380017166945,15.68587799123694,2967,7,C,0.42878226470689446,0.05684198194618584,5
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,3class,Mixto,0.4280417930569599,0.3732191571048305,0.09035989055410365,15.95551061678463,2967,7,C,0.4294176391714603,0.021328676177649036,5
SVM,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6196501674730183,0.619269171344498,0.23894394414645814,11.410494975809453,2687,7,C,0.6255382105942008,0.03842085747970867,5
kNN,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6177893561592854,0.6149682666652156,0.23675308162904618,11.466319315221437,2687,7,C,0.6210311644509896,0.026152069806695665,5
RandomForest,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.6211388165240045,0.6211110557051516,0.24222211141030336,11.365835504279866,2687,7,C,0.6241110869079232,0.028641099571489793,5
NaiveBayes,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5601042054335691,0.5599578694651717,0.11999816021736032,13.196873836992928,2687,7,C,0.5668220480543077,0.04768765315764317,5
LogisticRegression,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5612206922218087,0.5605874973039289,0.12193509637038469,13.163379233345738,2687,7,C,0.5698301510860236,0.06274329116745876,5
MLP,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5522887979158914,0.5518714531393292,0.10417521740467905,13.43133606252326,2687,7,C,0.5604772028599234,0.05673747177490981,5
DecisionTree,C_Todos7_Cz,"Todos7 per-ch (Cz, 1ch x 7m)",Cz,2class,Mixto,0.5950874581317455,0.5943700743700744,0.18965088076725845,12.147376256047636,2687,7,C,0.5976107495243168,0.03164059410596081,5
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.5342096393663633,0.4783670913733629,0.26921429728606916,12.68958543983822,2967,14,C,0.5456770689107671,0.08755354850162493,5
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.48432760364004046,0.442105340864081,0.22015803296442016,13.832153690596563,2967,14,C,0.49466761263024867,0.08701078104338318,5
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.586113919784294,0.4904500636111044,0.3008776743739807,11.533535557802495,2967,14,C,0.5982001406448665,0.08402522660840848,5
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.36703741152679475,0.34754676546410784,0.1164188808289005,16.616110549376476,2967,14,C,0.3784752952353231,0.07478011551914575,5
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.48230535894843274,0.4436373269851153,0.2066092221664162,13.576002696326256,2967,14,C,0.4981408370597296,0.10548710873962482,5
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.502190765082575,0.4415577146635678,0.19745445841541598,13.69396697000337,2967,14,C,0.5125832557161043,0.07090507206188137,5
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,3class,Mixto,0.4883720930232558,0.42377155033010033,0.17191033278536827,14.189416919447254,2967,14,C,0.49788245783127943,0.07634807896431078,5
SVM,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6914774841831038,0.6911611154576875,0.3826619452918032,9.255675474506885,2687,14,C,0.7068833472538836,0.10137621487321263,5
kNN,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6918496464458503,0.6915553411302799,0.3840701320374137,9.244510606624488,2687,14,C,0.70521309264075,0.08942299681211392,5
RandomForest,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.7093412727949386,0.7092057830517258,0.4185102724780162,8.719761816151841,2687,14,C,0.7226291909893509,0.0843943656734634,5
NaiveBayes,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.5958317826572386,0.5955951319780746,0.19138794165520845,12.125046520282844,2687,14,C,0.6133126251917138,0.10736890430676532,5
LogisticRegression,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6330480089318943,0.6330162408107994,0.2662666471697319,11.008559732043171,2687,14,C,0.6517838240021895,0.11915393652076336,5
MLP,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6378861183475996,0.6359091266738293,0.2749106621608317,10.863416449572014,2687,14,C,0.6572286425191475,0.12328575018414764,5
DecisionTree,C_Todos7_Motor-2,"Todos7 per-ch (Motor-2, 2ch x 7m)",Motor-2,2class,Mixto,0.6200223297357648,0.6200012770845462,0.24000350158970507,11.399330107927057,2687,14,C,0.6319354838955542,0.07702172036376982,5
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.5540950455005056,0.4920238143731061,0.29906414889762634,12.069430401078531,2967,28,C,0.5653184190734653,0.08570024166035424,5
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.4863498483316481,0.4458546288828247,0.22884569403082566,13.690596562184025,2967,28,C,0.4955344681037014,0.09098419563433736,5
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.6204920795416246,0.5141905787652531,0.35293685848673806,10.50556117290192,2967,28,C,0.6313850461151012,0.08905342793819328,5
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.354566902595214,0.33606033944690833,0.10352340646289981,16.993596225143243,2967,28,C,0.3649663046087351,0.06636028430311172,5
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.508257499157398,0.4600491117185987,0.23561174326700995,13.198517020559487,2967,28,C,0.5249870260583893,0.11188595921138512,5
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.48870913380519043,0.4388890203485407,0.205514240127882,13.865857768790024,2967,28,C,0.5030624935156727,0.11012524160941668,5
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,3class,Mixto,0.5325244354566903,0.4449737161164544,0.22899344184404768,12.962588473205258,2967,28,C,0.5421730933304832,0.0702162748752544,5
SVM,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.7085969482694455,0.7081597519153776,0.4168502243852791,8.742091551916635,2687,28,C,0.7222014844545901,0.0916258952354811,5
kNN,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.698920729438035,0.6987162562132115,0.39815397001931696,9.03237811685895,2687,28,C,0.7118120213493362,0.09489566154331727,5
RandomForest,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.7372534425009304,0.7370899787678713,0.47432100352813256,7.882396724972088,2687,28,C,0.7489389369482812,0.08373569573383277,5
NaiveBayes,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.5932266468180126,0.5932083918253598,0.18660617177510053,12.20320059545962,2687,28,C,0.60819859354061,0.09293385224425157,5
LogisticRegression,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6609601786378861,0.6609449633603868,0.32204777903670323,10.171194640863417,2687,28,C,0.6804416861538211,0.12418936969477225,5
MLP,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6468180126535169,0.6443905986666546,0.2926874190566089,10.595459620394491,2687,28,C,0.6599960947713703,0.1069492763168568,5
DecisionTree,C_Todos7_Motor-4,"Todos7 per-ch (Motor-4, 4ch x 7m)",Motor-4,2class,Mixto,0.6620766654261258,0.6618405616798948,0.32389702866694603,10.137700037216227,2687,28,C,0.6757699947510588,0.10294374441881685,5
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5847657566565554,0.519661120386421,0.34853326846012567,11.001011122345805,2967,42,C,0.5955341639846902,0.09612682420234822,5
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5257836198179979,0.47880445756619516,0.28165159069082657,12.46376811594203,2967,42,C,0.5309617956638742,0.08378072037480028,5
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.6535220761712167,0.5335464367330717,0.4101627774800731,9.295584765756656,2967,42,C,0.6622034013574062,0.07923150074499251,5
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.35995955510616784,0.3428406428406428,0.11096277167562885,16.82844624199528,2967,42,C,0.3689341509071358,0.057675046450591766,5
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5561172901921132,0.4993078805926372,0.30373470659415014,11.884057971014492,2967,42,C,0.5706554879474249,0.12546557934469546,5
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5247724974721941,0.4714845614818768,0.2598709351434588,12.686215032018874,2967,42,C,0.5352597108509376,0.09309746792199448,5
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,3class,Mixto,0.5392652510953826,0.4574289298212472,0.24526392945778652,12.537917087967644,2967,42,C,0.5495069900002727,0.08083943302394898,5
SVM,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7525120952735392,0.7524852182067643,0.5051487263676879,7.424637141793822,2687,42,C,0.764838943122491,0.092140664868925,5
kNN,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7357647934499442,0.735628542699752,0.47177358172935824,7.927056196501675,2687,42,C,0.7465671900199827,0.08699982558432577,5
RandomForest,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7681429103088947,0.7681057813798473,0.5362193365391621,6.95571269073316,2687,42,C,0.7777612862070541,0.0799942936258991,5
NaiveBayes,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.5995534052847041,0.5994508265310081,0.19938480930916214,12.013397841458875,2687,42,C,0.6133285249876969,0.08473040691934151,5
LogisticRegression,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.7100855973204317,0.710044473257519,0.42033184851224803,8.697432080387049,2687,42,C,0.725414170310023,0.12176309322496191,5
MLP,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.6724972087830294,0.6721044136163699,0.3446541263985854,9.825083736509118,2687,42,C,0.6874960987518985,0.10517486986778156,5
DecisionTree,C_Todos7_Motor-6,"Todos7 per-ch (Motor-6, 6ch x 7m)",Motor-6,2class,Mixto,0.6836620766654261,0.6836083950338175,0.3672294126186747,9.490137700037216,2687,42,C,0.692530140156542,0.06759143422336486,5
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5473542298618133,0.4909969370015757,0.2982476625021332,11.880687563195147,2967,35,C,0.5604870846407219,0.10002322931225616,5
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5197168857431749,0.47011851458315085,0.2714642328695295,12.544657903606335,2967,35,C,0.528147147795609,0.10176072892136054,5
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.6420626895854399,0.5297991007853998,0.39039766540759024,9.565217391304348,2967,35,C,0.6520471779844924,0.0814334368829549,5
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.3636670037074486,0.35346346434704395,0.12286038818587608,16.68014829794405,2967,35,C,0.3700727011226455,0.0462174070810892,5
LogisticRegression,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5331985170205595,0.4842661986368382,0.2767014249842378,12.40984159083249,2967,35,C,0.5450448269014461,0.0932794723131558,5
MLP,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.4806201550387597,0.43659792338947695,0.20548168730662264,13.906302662622178,2967,35,C,0.49515674671326443,0.10614083337604248,5
DecisionTree,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,3class,Mixto,0.5513987192450287,0.4768966474888932,0.2682989328749159,12.21772834512976,2967,35,C,0.5585630417709222,0.06407769902197037,5
SVM,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.7234834387793078,0.7234736339242294,0.44706375669310805,8.295496836620767,2687,35,C,0.7375279173498874,0.10205426497006177,5
kNN,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.7268328991440268,0.7266629524300532,0.45393890563958594,8.195013025679197,2687,35,C,0.7387062130157103,0.0937519882793781,5
RandomForest,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.753628582061779,0.7534753058701569,0.5070828673309118,7.391142538146632,2687,35,C,0.7648454788472738,0.08761908818461515,5
NaiveBayes,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6110904354298474,0.610613893822233,0.22270334134183511,11.667286937104578,2687,35,C,0.6242792668336089,0.08105752743852934,5
LogisticRegression,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6881280238183848,0.6879454149149415,0.37655991122294385,9.356159285448456,2687,35,C,0.7034484725149723,0.11374357952624232,5
MLP,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6676590993673241,0.6675778812045376,0.33554468509905944,9.970227018980275,2687,35,C,0.6856429431322373,0.12233958743755567,5
DecisionTree,C_Todos7_Frontal-5,"Todos7 per-ch (Frontal-5, 5ch x 7m)",Frontal-5,2class,Mixto,0.6728693710457759,0.6726951099100972,0.345528168048142,9.813918868626722,2687,35,C,0.6824210719245137,0.062176419142084854,5
SVM,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5817323896191439,0.5199709469271584,0.3454821692385168,11.584091675092687,2967,35,C,0.5844852321834905,0.041866009855219495,5
kNN,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5237613751263903,0.48057509994049646,0.28345080202140605,12.73340074148972,2967,35,C,0.5239636754354462,0.05874668393851453,5
RandomForest,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.664644421975059,0.5553092691686312,0.4289048527800159,9.46747556454331,2967,35,C,0.6672023771752436,0.049074609645202515,5
NaiveBayes,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.35827435119649476,0.3411396237399342,0.1069199551212563,17.04752275025278,2967,35,C,0.3594300111361574,0.0206423941515648,5
LogisticRegression,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5433097404785979,0.4863409223358272,0.28071337440133026,12.56825075834176,2967,35,C,0.5508847945810759,0.05629278318323838,5
MLP,C_Todos7_Parietal-5,"Todos7 per-ch (Parietal-5, 5ch x 7m)",Parietal-5,3class,Mixto,0.5149983147960904,0.4679958919452125,0.25697888656984946,13.29288843950118,2967,35,C,0.5209688374080285,0.050961818799851566,5
